Postcode,Suburb,ID_Domain,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,5thPercentileSoldPrice,25thPercentileSoldPrice,75thPercentileSoldPrice,95thPercentileSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,medianRentListingPrice,numberRentListing,highestRentListingPrice,lowestRentListingPrice
3067,Abbotsford,627,1275000.0,28.0,2166000.0,775000.0,830000.0,1025000.0,1565000.0,1785000.0,1313000.0,40.0,2468000.0,750000.0,26.0,18.0,610.0,63.0,1070.0,325.0
3040,Aberfeldie,647,1400000.0,82.0,4000000.0,480000.0,610000.0,1000000.0,1875000.0,3050000.0,1250000.0,139.0,7000000.0,280000.0,61.0,44.0,480.0,169.0,1250.0,230.0
3042,Airport West,757,1040000.0,29.0,1541000.0,600000.0,710000.0,890000.0,1270000.0,1454000.0,880000.0,47.0,1338000.0,640000.0,26.0,17.0,500.0,54.0,850.0,280.0
3021,Albanvale,787,650000.0,124.0,1300000.0,330000.0,460000.0,590000.0,725000.0,850000.0,610000.0,299.0,1460000.0,275000.0,59.0,26.0,350.0,322.0,1593.0,170.0
3206,Albert Park,797,3488000.0,15.0,8600000.0,1615000.0,1615000.0,2505000.0,3720000.0,8600000.0,2750000.0,23.0,7950000.0,1350000.0,14.0,9.0,800.0,31.0,1695.0,330.0
3020,Albion,837,670000.0,74.0,1600000.0,400000.0,500000.0,620000.0,785000.0,1001000.0,645000.0,117.0,1200000.0,290000.0,40.0,29.0,370.0,128.0,550.0,275.0
3078,Alphington,1047,1380000.0,22.0,2430000.0,663000.0,835000.0,1045000.0,1585000.0,1925000.0,1125000.0,33.0,2200000.0,419000.0,17.0,12.0,550.0,56.0,1100.0,245.0
3025,Altona North,1137,860000.0,81.0,2660000.0,600000.0,630000.0,740000.0,946000.0,1107000.0,825000.0,130.0,5491000.0,520000.0,27.0,16.0,450.0,146.0,895.0,250.0
3022,Ardeer,1507,670000.0,17.0,1375000.0,420000.0,420000.0,595000.0,755000.0,1375000.0,620000.0,27.0,900000.0,465000.0,12.0,10.0,350.0,32.0,600.0,275.0
3143,Armadale,1587,2525000.0,30.0,8220000.0,1302000.0,1500000.0,1715000.0,3000000.0,8075000.0,2850000.0,54.0,10000000.0,400000.0,21.0,15.0,710.0,61.0,1500.0,335.0
3936,Arthurs Seat,1687,940000.0,64.0,3250000.0,181000.0,660000.0,850000.0,1075000.0,1720000.0,898000.0,115.0,5500000.0,108000.0,18.0,12.0,600.0,43.0,1400.0,140.0
3147,Ashburton,1787,1263000.0,28.0,2115000.0,765000.0,820000.0,932000.0,1398000.0,1576000.0,1075000.0,58.0,2600000.0,140000.0,24.0,17.0,535.0,65.0,950.0,320.0
3147,Ashwood,1807,1263000.0,28.0,2115000.0,765000.0,820000.0,932000.0,1398000.0,1576000.0,1075000.0,58.0,2600000.0,140000.0,24.0,17.0,535.0,65.0,950.0,320.0
3049,Attwood,1857,635000.0,31.0,856000.0,360000.0,420000.0,588000.0,715000.0,855000.0,600000.0,47.0,1350000.0,375000.0,19.0,15.0,400.0,36.0,570.0,320.0
3034,Avondale Heights,1957,900000.0,61.0,2540000.0,503000.0,691000.0,810000.0,1000000.0,1325000.0,800000.0,96.0,12475000.0,450000.0,44.0,37.0,425.0,77.0,685.0,280.0
3183,Balaclava,2197,1828000.0,26.0,3350000.0,636000.0,1015000.0,1305000.0,2080000.0,3250000.0,1450000.0,46.0,3100000.0,177000.0,25.0,20.0,635.0,68.0,1595.0,280.0
3103,Balwyn,2557,2590000.0,49.0,4890000.0,530000.0,1550000.0,2025000.0,3000000.0,4220000.0,2350000.0,100.0,6050000.0,100000.0,39.0,33.0,695.0,60.0,1895.0,300.0
3104,Balwyn North,2597,2070000.0,95.0,4499000.0,728000.0,1290000.0,1773000.0,2740000.0,4020000.0,1800000.0,183.0,5700000.0,100000.0,73.0,58.0,630.0,91.0,1500.0,300.0
3153,Bayswater,3337,773000.0,34.0,1080000.0,358000.0,445000.0,706000.0,865000.0,1030000.0,690000.0,51.0,1150000.0,35000.0,11.0,8.0,405.0,16.0,520.0,350.0
3153,Bayswater North,3387,773000.0,34.0,1080000.0,358000.0,445000.0,706000.0,865000.0,1030000.0,690000.0,51.0,1150000.0,35000.0,11.0,8.0,405.0,16.0,520.0,350.0
3193,Beaumaris,3547,2460000.0,18.0,5280000.0,1050000.0,1050000.0,1655000.0,2825000.0,5280000.0,2050000.0,32.0,5000000.0,750000.0,12.0,9.0,860.0,27.0,2700.0,365.0
