Postcode,School count,Education sector,School number,Name,Town/city,Longitude,Latitude,medianSoldPrice,numberSold
3752,3,Catholic,2032.0,Marymede Catholic College,SOUTH MORANG,145.091027,-37.643315,645000.0,239.0
3754,9,Government,488.0,Mernda Primary School,Mernda,145.0922429,-37.59459504,600000.0,325.0
3754,9,Government,945.0,Doreen Primary School,Doreen,145.14553899999999,-37.60601,600000.0,325.0
3754,9,Government,5497.0,Laurimar Primary School,Doreen,145.126874,-37.585823,600000.0,325.0
3754,9,Government,5525.0,Mernda Park Primary School,Mernda,145.096935,-37.614026,600000.0,325.0
3754,9,Government,5552.0,Hazel Glen College,Doreen,145.11936799999998,-37.597553000000005,600000.0,325.0
3754,9,Government,5569.0,Ashley Park Primary School,Doreen,145.127284,-37.615639,600000.0,325.0
3754,9,Government,8897.0,Mernda Central P-12 College,Mernda,145.08833,-37.604853000000006,600000.0,325.0
3754,9,Independent,1826.0,Plenty Valley Christian College,DOREEN,145.138791,-37.613463,600000.0,325.0
3754,9,Catholic,2096.0,St Paul the Apostle Catholic Primary School,DOREEN,145.1152172,-37.59693094,600000.0,325.0
3788,1,Government,3494.0,Olinda Primary School,Olinda,145.3661919,-37.85469614,840000.0,27.0
3793,3,Government,3265.0,Monbulk Primary School,Monbulk,145.4102612,-37.87685153,714000.0,80.0
3793,3,Government,8065.0,Monbulk College,Monbulk,145.4278068,-37.88317535,714000.0,80.0
3793,3,Independent,1795.0,Mountain District Christian School,MONBULK,145.4527149,-37.85664819,714000.0,80.0
3796,4,Government,3642.0,Mount Evelyn Primary School,Mount Evelyn,145.3888224,-37.79092979,747000.0,133.0
3796,4,Government,5048.0,Birmingham Primary School,Mount Evelyn,145.36851719999999,-37.77958096,747000.0,133.0
3796,4,Government,5246.0,Yarra Ranges Special Developmental School,Mount Evelyn,145.384871,-37.77502297,747000.0,133.0
3796,4,Independent,1701.0,Mount Evelyn Christian School/Ranges TEC,MOUNT EVELYN,145.3670969,-37.79883442,747000.0,133.0
3802,9,Government,5136.0,James Cook Primary School,Endeavour Hills,145.245853,-37.979065000000006,687000.0,278.0
3802,9,Government,5205.0,Mossgiel Park Primary School,Endeavour Hills,145.267718,-37.968385999999995,687000.0,278.0
3802,9,Government,5231.0,Chalcot Lodge Primary School,Endeavour Hills,145.24769799999999,-37.969731,687000.0,278.0
3802,9,Government,5235.0,Southern Cross Primary School,Endeavour Hills,145.26441200000002,-37.988234000000006,687000.0,278.0
3802,9,Government,5294.0,Thomas Mitchell Primary School,Endeavour Hills,145.27391,-37.980562,687000.0,278.0
3802,9,Government,8869.0,Gleneagles Secondary College,Endeavour Hills,145.276556,-37.974606,687000.0,278.0
3802,9,Independent,1679.0,Maranatha Christian School,ENDEAVOUR HILLS,145.27803400000002,-37.970919,687000.0,278.0
3802,9,Catholic,1820.0,St Paul Apostle South School,ENDEAVOUR HILLS,145.257929,-37.980524,687000.0,278.0
3802,9,Catholic,1897.0,St Paul Apostle North School,ENDEAVOUR HILLS,145.262664,-37.967529,687000.0,278.0
3804,3,Government,1901.0,Narre Warren North Primary School,Narre  Warren  North,145.316923,-37.978584999999995,1248000.0,70.0
3804,3,Catholic,1944.0,Mary MacKillop School,NARRE WARREN NORTH,145.311285,-37.995837,1248000.0,70.0
3804,3,Independent,2106.0,Harkaway Hills College,NARRE WARREN NORTH,145.31587,-37.977493,1248000.0,70.0
3805,12,Government,4407.0,Fleetwood Primary School,Narre Warren,145.318095,-38.039305,640000.0,358.0
3805,12,Government,5072.0,Fountain Gate Primary School,Narre Warren,145.2951998,-38.0094246,640000.0,358.0
3805,12,Government,5238.0,Dandenong Valley Special Developmental School,Narre Warren,145.2959991,-38.00759964,640000.0,358.0
3805,12,Government,5293.0,Maramba Primary School,Narre Warren,145.304125,-38.003437,640000.0,358.0
3805,12,Government,5363.0,Oatlands Primary School,Narre Warren,145.31618999999998,-38.006440999999995,640000.0,358.0
3805,12,Government,5463.0,Strathaird Primary School,Narre Warren South,145.28692,-38.06312,640000.0,358.0
3805,12,Government,5482.0,Hillsmeade Primary School,Narre Warren South,145.30746299999998,-38.06472,640000.0,358.0
3805,12,Government,8839.0,Narre Warren South P-12 College,Narre Warren South,145.285075,-38.049734,640000.0,358.0
3805,12,Government,8870.0,Fountain Gate Secondary College,Narre Warren,145.2953788,-38.00528163,640000.0,358.0
3805,12,Independent,1511.0,Heritage College,NARRE WARREN SOUTH,145.316519,-38.050215,640000.0,358.0
3805,12,Catholic,1832.0,Don Bosco School,NARRE WARREN,145.31501200000002,-38.025966,640000.0,358.0
3805,12,Catholic,1993.0,Trinity Catholic Primary School,NARRE WARREN SOUTH,145.297985,-38.055386,640000.0,358.0
3810,10,Government,5370.0,Pakenham Hills Primary School,Pakenham,145.494421,-38.060626,570000.0,842.0
3810,10,Government,5504.0,Pakenham Lakeside Primary School,Pakenham,145.438998,-38.068457,570000.0,842.0
3810,10,Government,5507.0,Pakenham Springs Primary School,Pakenham,145.470076,-38.084508,570000.0,842.0
3810,10,Government,5527.0,Pakenham Primary School,Pakenham,145.5108401,-38.06393707,570000.0,842.0
3810,10,Government,5561.0,John Henry Primary School,Pakenham,145.442257,-38.076966,570000.0,842.0
3810,10,Government,6243.0,Pakenham Consolidated School,Pakenham,145.464663,-38.065371,570000.0,842.0
3810,10,Government,8223.0,Pakenham Secondary College,Pakenham,145.471002,-38.068996999999996,570000.0,842.0
3810,10,Government,8224.0,Edenbrook Secondary College,Pakenham,145.444017,-38.078267,570000.0,842.0
3810,10,Independent,1855.0,Beaconhills College,PAKENHAM,145.467319,-38.061898,570000.0,842.0
3810,10,Independent,2035.0,Lakeside College,PAKENHAM,145.4559279,-38.06492414,570000.0,842.0
3910,5,Government,3531.0,Langwarrin Primary School,Langwarrin,145.189852,-38.160389,679000.0,360.0
3910,5,Government,5257.0,Langwarrin Park Primary School,Langwarrin,145.2025,-38.150915000000005,679000.0,360.0
3910,5,Government,5319.0,Woodlands Primary School,Langwarrin,145.205019,-38.135677,679000.0,360.0
3910,5,Government,8722.0,Elisabeth Murdoch College,Langwarrin,145.19018,-38.159290999999996,679000.0,360.0
3910,5,Catholic,1760.0,St Jude's School,LANGWARRIN,145.191109,-38.155275,679000.0,360.0
3918,1,Government,3933.0,Bittern Primary School,Bittern,145.171678,-38.339857,680000.0,74.0
3930,7,Government,1368.0,Mount Eliza Primary School,Mount Eliza,145.09218700000002,-38.195387,1453000.0,381.0
3930,7,Government,5140.0,Mount Eliza North Primary School,Mount Eliza,145.10054,-38.188401,1453000.0,381.0
3930,7,Government,5182.0,Kunyung Primary School,Mount Eliza,145.07623,-38.187675,1453000.0,381.0
3930,7,Government,8102.0,Mount Eliza Secondary College,Mount Eliza,145.093544,-38.189704,1453000.0,381.0
3930,7,Independent,1086.0,Toorak College,MT ELIZA,145.09346499999998,-38.172264,1453000.0,381.0
3930,7,Independent,1610.0,Peninsula Grammar,MT ELIZA,145.090692,-38.198174,1453000.0,381.0
3930,7,Catholic,1822.0,St Thomas More's School,MOUNT ELIZA,145.10113700000002,-38.197726,1453000.0,381.0
3931,7,Government,2033.0,Mornington Primary School,Mornington,145.043087,-38.221806,950000.0,535.0
3931,7,Government,5040.0,Mornington Park Primary School,Mornington,145.058751,-38.226026,950000.0,535.0
3931,7,Government,5239.0,Mornington Special Developmental School,Mornington,145.05718380000002,-38.22610733,950000.0,535.0
3931,7,Government,5488.0,Benton Junior College,Mornington,145.061114,-38.245946,950000.0,535.0
3931,7,Government,8804.0,Mornington Secondary College,Mornington,145.05776200000003,-38.216712,950000.0,535.0
3931,7,Catholic,501.0,Padua College,MORNINGTON,145.0720043,-38.21825666,950000.0,535.0
3931,7,Catholic,1665.0,St Macartan's School,MORNINGTON,145.070463,-38.223213,950000.0,535.0
3934,3,Government,2655.0,Osborne Primary School,Mount Martha,145.040906,-38.257107,1281000.0,441.0
3934,3,Government,5171.0,Mount Martha Primary School,Mount Martha,145.01373,-38.275563,1281000.0,441.0
3934,3,Independent,2043.0,Balcombe Grammar School,MT MARTHA,145.0326885,-38.27325431,1281000.0,441.0
3936,3,Government,184.0,Dromana Primary School,Dromana,144.959653,-38.339644,865000.0,201.0
3936,3,Government,5230.0,Peninsula Specialist College,Dromana,145.010108,-38.341840999999995,865000.0,201.0
3936,3,Government,7122.0,Dromana Secondary College,Dromana,145.013582,-38.342636,865000.0,201.0
3939,5,Government,1184.0,Boneo Primary School,Boneo,144.88728500000002,-38.41187,645000.0,497.0
3939,5,Government,2627.0,Rosebud Primary School,Rosebud,144.908999,-38.355761,645000.0,497.0
3939,5,Government,8290.0,Rosebud Secondary College,Rosebud,144.887447,-38.367615,645000.0,497.0
3939,5,Catholic,1881.0,Our Lady of Fatima School,ROSEBUD,144.897536,-38.371333,645000.0,497.0
3939,5,Independent,2109.0,Advance College of Education Incorporated,ROSEBUD,144.885064,-38.382847,645000.0,497.0
3941,2,Government,1667.0,Rye Primary School,Rye,144.823824,-38.373115999999996,729000.0,112.0
3941,2,Government,4661.0,Tootgarook Primary School,Tootgarook,144.85732099999998,-38.369477,729000.0,112.0
3943,1,Government,1090.0,Sorrento Primary School,Sorrento,144.740685,-38.341482,1903000.0,163.0
3976,5,Government,4062.0,Hampton Park Primary School,Hampton Park,145.252893,-38.030413,568000.0,287.0
3976,5,Government,5130.0,River Gum Primary School,Hampton Park,145.26050700000002,-38.034653999999996,568000.0,287.0
3976,5,Government,5292.0,Coral Park Primary School,Hampton Park,145.274352,-38.043846,568000.0,287.0
3976,5,Government,5350.0,Kilberry Valley Primary School,Hampton Park,145.27957,-38.034165,568000.0,287.0
3976,5,Government,8709.0,Hampton Park Secondary College,Hampton Park,145.259884,-38.034862,568000.0,287.0
3977,25,Government,1222.0,Skye Primary School,Skye,145.201245,-38.117707,650000.0,107.0
3977,25,Government,2068.0,Cranbourne Primary School,Cranbourne,145.287849,-38.111863,650000.0,107.0
3977,25,Government,3924.0,Devon Meadows Primary School,Devon Meadows,145.301384,-38.162026000000004,650000.0,107.0
3977,25,Government,4755.0,Cranbourne South Primary School,Cranbourne South,145.24506200000002,-38.147944,650000.0,107.0
3977,25,Government,4887.0,Cranbourne Park Primary School,Cranbourne,145.27774499999998,-38.104064,650000.0,107.0
3977,25,Government,5189.0,Cranbourne West Primary School,Cranbourne,145.267723,-38.102713,650000.0,107.0
3977,25,Government,5224.0,Botanic Ridge Primary School,Botanic Ridge,145.28804499999998,-38.150071000000004,650000.0,107.0
3977,25,Government,5232.0,Rangebank Primary School,Cranbourne,145.276217,-38.087362,650000.0,107.0
3977,25,Government,5371.0,Courtenay Gardens Primary School,Cranbourne North,145.28345,-38.080121999999996,650000.0,107.0
3977,25,Government,5464.0,Marnebek School Cranbourne,Cranbourne East,145.29649990000001,-38.11020493,650000.0,107.0
3977,25,Government,5510.0,Cranbourne Carlisle Primary School,Cranbourne,145.289059,-38.087532,650000.0,107.0
3977,25,Government,5518.0,Cranbourne East Primary School,Cranbourne East,145.304437,-38.106281,650000.0,107.0
3977,25,Government,5553.0,Tulliallan Primary School,Cranbourne North,145.327335,-38.0816,650000.0,107.0
3977,25,Government,5560.0,Barton Primary School,Cranbourne West,145.239024,-38.114975,650000.0,107.0
3977,25,Government,5570.0,Casey Fields Primary School,Cranbourne East,145.298408,-38.120139,650000.0,107.0
3977,25,Government,7108.0,Lyndhurst Secondary College,Cranbourne,145.271028,-38.075386,650000.0,107.0
3977,25,Government,7747.0,Cranbourne Secondary College,Cranbourne,145.286136,-38.107591,650000.0,107.0
3977,25,Government,7748.0,Cranbourne West Secondary College,Cranbourne West,145.24651200000002,-38.10672,650000.0,107.0
3977,25,Government,8874.0,Alkira Secondary College,Cranbourne North,145.308716,-38.073127,650000.0,107.0
3977,25,Government,8898.0,Cranbourne East Secondary College,Cranbourne East,145.306027,-38.10494,650000.0,107.0
3977,25,Catholic,1736.0,St Agatha's School,CRANBOURNE,145.278852,-38.111641999999996,650000.0,107.0
3977,25,Independent,1942.0,Casey Grammar School,CRANBOURNE EAST,145.29289880000002,-38.11029539,650000.0,107.0
3977,25,Independent,2054.0,Lighthouse Christian College Cranbourne,CRANBOURNE,145.3073,-38.14,650000.0,107.0
3977,25,Catholic,2090.0,St Thomas the Apostle Catholic Primary School,CRANBOURNE EAST,145.317042,-38.116172999999996,650000.0,107.0
3977,25,Independent,2228.0,Clyde Grammar,CRANBOURNE EAST,145.293038,-38.110434000000005,650000.0,107.0
