Postcode,Suburb,ID_Domain,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,5thPercentileSoldPrice,25thPercentileSoldPrice,75thPercentileSoldPrice,95thPercentileSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,medianRentListingPrice,numberRentListing,highestRentListingPrice,lowestRentListingPrice
3067,Abbotsford,627,1030000.0,13.0,1570000.0,845000.0,845000.0,930000.0,1165000.0,1570000.0,1100000.0,23.0,2468000.0,115000.0,8.0,6.0,650.0,47.0,1100.0,415.0
3040,Aberfeldie,647,1303000.0,46.0,6500000.0,480000.0,615000.0,850000.0,1681000.0,2370000.0,1450000.0,81.0,3450000.0,400000.0,24.0,15.0,500.0,140.0,1500.0,290.0
3042,Airport West,757,1087000.0,27.0,1744000.0,615000.0,816000.0,965000.0,1200000.0,1560000.0,1013000.0,46.0,1470000.0,580000.0,13.0,9.0,550.0,38.0,1150.0,240.0
3021,Albanvale,787,573000.0,92.0,985000.0,407000.0,430000.0,506000.0,600000.0,740000.0,580000.0,271.0,1418000.0,62000.0,24.0,7.0,360.0,200.0,1517.0,250.0
3020,Albion,837,600000.0,52.0,900000.0,438000.0,500000.0,555000.0,675000.0,855000.0,590000.0,108.0,998000.0,400000.0,17.0,11.0,380.0,107.0,650.0,270.0
3078,Alphington,1047,1285000.0,22.0,2350000.0,640000.0,660000.0,1055000.0,1595000.0,2050000.0,1175000.0,38.0,2990000.0,649000.0,14.0,7.0,560.0,35.0,1000.0,300.0
3028,Altona Meadows,1127,625000.0,23.0,750000.0,530000.0,539000.0,563000.0,670000.0,730000.0,650000.0,41.0,800000.0,450000.0,1.0,1.0,390.0,38.0,480.0,320.0
3025,Altona North,1137,750000.0,63.0,1075000.0,560000.0,608000.0,701000.0,850000.0,960000.0,750000.0,122.0,1400000.0,550000.0,30.0,13.0,455.0,124.0,750.0,280.0
3022,Ardeer,1507,575000.0,16.0,1350000.0,475000.0,475000.0,503000.0,650000.0,1350000.0,555000.0,25.0,1200000.0,195000.0,4.0,1.0,345.0,28.0,550.0,290.0
3143,Armadale,1587,1950000.0,31.0,9300000.0,975000.0,1170000.0,1375000.0,2900000.0,3480000.0,2356000.0,44.0,10000000.0,1150000.0,20.0,13.0,775.0,49.0,6000.0,415.0
3936,Arthurs Seat,1687,803000.0,38.0,1985000.0,490000.0,500000.0,703000.0,880000.0,1335000.0,790000.0,93.0,3600000.0,200000.0,3.0,1.0,475.0,85.0,1100.0,140.0
3147,Ashburton,1787,1060000.0,25.0,2250000.0,665000.0,761000.0,865000.0,1273000.0,2010000.0,1200000.0,39.0,3150000.0,799000.0,18.0,16.0,550.0,42.0,995.0,336.0
3147,Ashwood,1807,1060000.0,25.0,2250000.0,665000.0,761000.0,865000.0,1273000.0,2010000.0,1200000.0,39.0,3150000.0,799000.0,18.0,16.0,550.0,42.0,995.0,336.0
3049,Attwood,1857,570000.0,19.0,665000.0,420000.0,420000.0,522000.0,644000.0,665000.0,570000.0,39.0,2100000.0,439000.0,13.0,6.0,415.0,30.0,600.0,250.0
3034,Avondale Heights,1957,779000.0,42.0,1889000.0,360000.0,619000.0,673000.0,900000.0,1039000.0,780000.0,60.0,2500000.0,360000.0,29.0,14.0,430.0,90.0,700.0,280.0
3183,Balaclava,2197,1303000.0,32.0,5750000.0,342000.0,650000.0,853000.0,1610000.0,2500000.0,1150000.0,36.0,3495000.0,340000.0,21.0,13.0,675.0,54.0,1400.0,260.0
3103,Balwyn,2557,1950000.0,33.0,5500000.0,1015000.0,1150000.0,1710000.0,3500000.0,5400000.0,2310000.0,84.0,9100000.0,30000.0,9.0,8.0,700.0,64.0,1650.0,350.0
3104,Balwyn North,2597,1638000.0,74.0,7300000.0,490000.0,1070000.0,1375000.0,2200000.0,4900000.0,1835000.0,132.0,9000000.0,4000.0,24.0,17.0,595.0,104.0,1800.0,265.0
3153,Bayswater,3337,650000.0,19.0,775000.0,380000.0,380000.0,610000.0,725000.0,775000.0,650000.0,44.0,1300000.0,390000.0,3.0,3.0,423.0,30.0,600.0,280.0
3153,Bayswater North,3387,650000.0,19.0,775000.0,380000.0,380000.0,610000.0,725000.0,775000.0,650000.0,44.0,1300000.0,390000.0,3.0,3.0,423.0,30.0,600.0,280.0
3193,Beaumaris,3547,1745000.0,19.0,3900000.0,753000.0,753000.0,965000.0,2250000.0,3900000.0,2150000.0,43.0,6200000.0,740000.0,9.0,7.0,895.0,31.0,1950.0,465.0
3081,Bellfield,3787,675000.0,22.0,1025000.0,495000.0,530000.0,580000.0,726000.0,790000.0,600000.0,36.0,950000.0,150000.0,6.0,2.0,375.0,47.0,530.0,260.0
3204,Bentleigh,4117,1280000.0,14.0,1800000.0,750000.0,750000.0,1100000.0,1689000.0,1800000.0,1295000.0,25.0,2900000.0,680000.0,5.0,2.0,685.0,48.0,1190.0,300.0
3165,Bentleigh East,4127,1140000.0,114.0,1800000.0,580000.0,840000.0,1000000.0,1283000.0,1533000.0,1135000.0,150.0,2550000.0,380000.0,68.0,44.0,625.0,207.0,1350.0,330.0
3193,Black Rock,4627,1745000.0,19.0,3900000.0,753000.0,753000.0,965000.0,2250000.0,3900000.0,2150000.0,43.0,6200000.0,740000.0,9.0,7.0,895.0,31.0,1950.0,465.0
3130,Blackburn,4637,1038000.0,27.0,1860000.0,770000.0,841000.0,945000.0,1115000.0,1455000.0,1000000.0,41.0,2625000.0,730000.0,18.0,15.0,480.0,46.0,820.0,360.0
3130,Blackburn North,4657,1038000.0,27.0,1860000.0,770000.0,841000.0,945000.0,1115000.0,1455000.0,1000000.0,41.0,2625000.0,730000.0,18.0,15.0,480.0,46.0,820.0,360.0
3130,Blackburn South,4667,1038000.0,27.0,1860000.0,770000.0,841000.0,945000.0,1115000.0,1455000.0,1000000.0,41.0,2625000.0,730000.0,18.0,15.0,480.0,46.0,820.0,360.0
3942,Blairgowrie,4717,925000.0,37.0,2500000.0,519000.0,530000.0,720000.0,1230000.0,2350000.0,1125000.0,75.0,4000000.0,549000.0,2.0,1.0,500.0,71.0,8000.0,85.0
3196,Bonbeach,5007,850000.0,11.0,1225000.0,620000.0,620000.0,770000.0,1000000.0,1225000.0,890000.0,44.0,2400000.0,200000.0,6.0,1.0,500.0,53.0,1095.0,330.0
3155,Boronia,5327,645000.0,65.0,1045000.0,470000.0,495000.0,583000.0,703000.0,783000.0,620000.0,126.0,1600000.0,350000.0,12.0,6.0,405.0,130.0,650.0,235.0
3128,Box Hill,5477,980000.0,27.0,1690000.0,694000.0,746000.0,900000.0,1154000.0,1690000.0,1150000.0,46.0,3400000.0,600000.0,16.0,12.0,530.0,48.0,1400.0,310.0
3129,Box Hill North,5547,1378000.0,16.0,2550000.0,737000.0,737000.0,1030000.0,1450000.0,2550000.0,1490000.0,27.0,2700000.0,730000.0,9.0,7.0,630.0,31.0,895.0,161.0
3128,Box Hill South,5567,980000.0,27.0,1690000.0,694000.0,746000.0,900000.0,1154000.0,1690000.0,1150000.0,46.0,3400000.0,600000.0,16.0,12.0,530.0,48.0,1400.0,310.0
3019,Braybrook,5697,639000.0,21.0,828000.0,510000.0,530000.0,629000.0,688000.0,720000.0,620000.0,54.0,1400000.0,450000.0,11.0,1.0,400.0,72.0,610.0,280.0
3187,Brighton East,5997,1678000.0,56.0,3675000.0,810000.0,915000.0,1350000.0,1930000.0,2800000.0,1695000.0,97.0,5250000.0,730000.0,31.0,18.0,850.0,123.0,2200.0,375.0
3338,Brookfield,6207,380000.0,40.0,3780000.0,280000.0,305000.0,355000.0,420000.0,520000.0,434000.0,253.0,3500000.0,36000.0,2.0,1.0,320.0,144.0,550.0,201.0
3012,Brooklyn,6227,740000.0,28.0,1625000.0,460000.0,600000.0,685000.0,830000.0,1110000.0,730000.0,45.0,1199000.0,295000.0,11.0,8.0,470.0,91.0,850.0,165.0
3057,Brunswick East,6427,985000.0,25.0,1450000.0,278000.0,589000.0,790000.0,1155000.0,1380000.0,949000.0,47.0,2150000.0,278000.0,15.0,13.0,630.0,102.0,1300.0,389.0
3055,Brunswick West,6447,1010000.0,29.0,2080000.0,636000.0,678000.0,810000.0,1130000.0,1425000.0,970000.0,52.0,3500000.0,480000.0,20.0,10.0,550.0,111.0,975.0,250.0
3105,Bulleen,6707,984000.0,44.0,1500000.0,732000.0,790000.0,880000.0,1160000.0,1460000.0,1038000.0,67.0,3500000.0,750000.0,26.0,19.0,493.0,88.0,750.0,350.0
3121,Burnley,7117,1285000.0,49.0,2760000.0,688000.0,830000.0,970000.0,1600000.0,2420000.0,1242000.0,92.0,6000000.0,490000.0,41.0,18.0,675.0,307.0,2600.0,325.0
3125,Burwood,7237,1148000.0,39.0,2090000.0,585000.0,675000.0,900000.0,1238000.0,2070000.0,1189000.0,87.0,2888000.0,600000.0,23.0,18.0,600.0,100.0,1295.0,200.0
3151,Burwood East,7327,978000.0,30.0,1950000.0,591000.0,631000.0,888000.0,1100000.0,1360000.0,1100000.0,60.0,1459000.0,609000.0,15.0,12.0,480.0,69.0,780.0,175.0
3037,Calder Park,104257,682000.0,40.0,1160000.0,422000.0,460000.0,600000.0,760000.0,928000.0,690000.0,80.0,1360000.0,395000.0,23.0,9.0,445.0,54.0,650.0,350.0
3124,Camberwell,7677,1904000.0,48.0,4600000.0,830000.0,1090000.0,1460000.0,2340000.0,3070000.0,2025000.0,85.0,5000000.0,80000.0,19.0,15.0,795.0,121.0,1750.0,220.0
3126,Canterbury,7907,2400000.0,15.0,5600000.0,1555000.0,1555000.0,1950000.0,3160000.0,5600000.0,2775000.0,33.0,16000000.0,30000.0,5.0,3.0,895.0,47.0,2200.0,455.0
3197,Carrum,8497,855000.0,46.0,3950000.0,480000.0,535000.0,720000.0,1025000.0,1950000.0,890000.0,89.0,4150000.0,275000.0,10.0,4.0,510.0,47.0,895.0,340.0
3201,Carrum Downs,8507,535000.0,61.0,660000.0,400000.0,428000.0,502000.0,570000.0,620000.0,510000.0,138.0,1150000.0,200000.0,3.0,2.0,390.0,94.0,500.0,320.0
3162,Caulfield,8687,1355000.0,24.0,2495000.0,830000.0,955000.0,1228000.0,1500000.0,1790000.0,1390000.0,38.0,2000000.0,840000.0,19.0,15.0,710.0,64.0,1220.0,380.0
3145,Caulfield East,8707,1902000.0,46.0,5125000.0,405000.0,520000.0,1300000.0,2500000.0,3768000.0,1738000.0,74.0,5395000.0,350000.0,30.0,17.0,675.0,141.0,3350.0,145.0
3161,Caulfield North,8747,1693000.0,35.0,4220000.0,630000.0,861000.0,1360000.0,2125000.0,3180000.0,1795000.0,48.0,7000000.0,1095000.0,20.0,12.0,750.0,74.0,2300.0,250.0
3162,Caulfield South,8787,1355000.0,24.0,2495000.0,830000.0,955000.0,1228000.0,1500000.0,1790000.0,1390000.0,38.0,2000000.0,840000.0,19.0,15.0,710.0,64.0,1220.0,380.0
3148,Chadstone,8847,942000.0,24.0,1773000.0,741000.0,765000.0,831000.0,1100000.0,1400000.0,927000.0,45.0,3790000.0,448000.0,14.0,7.0,535.0,60.0,830.0,320.0
3196,Chelsea,8927,850000.0,11.0,1225000.0,620000.0,620000.0,770000.0,1000000.0,1225000.0,890000.0,44.0,2400000.0,200000.0,6.0,1.0,500.0,53.0,1095.0,330.0
