Postcode,Suburb,ID_Domain,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,5thPercentileSoldPrice,25thPercentileSoldPrice,75thPercentileSoldPrice,95thPercentileSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,medianRentListingPrice,numberRentListing,highestRentListingPrice,lowestRentListingPrice
3067,Abbotsford,627,1015000.0,11.0,2000000.0,680000.0,680000.0,750000.0,1300000.0,2000000.0,1150000.0,22.0,2573000.0,115000.0,8.0,5.0,690.0,45.0,1250.0,400.0
3040,Aberfeldie,647,1200000.0,61.0,4400000.0,297000.0,466000.0,913000.0,1635000.0,2050000.0,1400000.0,102.0,4650000.0,280000.0,48.0,27.0,500.0,127.0,1200.0,295.0
3042,Airport West,757,925000.0,16.0,1400000.0,620000.0,620000.0,745000.0,1100000.0,1400000.0,950000.0,42.0,1470000.0,650000.0,11.0,7.0,495.0,39.0,1350.0,260.0
3021,Albanvale,787,547000.0,80.0,1255000.0,361000.0,410000.0,480000.0,640000.0,800000.0,595000.0,263.0,2500000.0,62000.0,29.0,11.0,360.0,171.0,1200.0,250.0
3206,Albert Park,797,2698000.0,18.0,8600000.0,915000.0,915000.0,1990000.0,4664000.0,8600000.0,2595000.0,17.0,13000000.0,315000.0,9.0,3.0,950.0,23.0,2000.0,350.0
3020,Albion,837,615000.0,33.0,890000.0,422000.0,450000.0,535000.0,678000.0,835000.0,600000.0,113.0,998000.0,59000.0,21.0,7.0,375.0,92.0,650.0,280.0
3078,Alphington,1047,1003000.0,12.0,1800000.0,495000.0,495000.0,795000.0,1300000.0,1800000.0,1250000.0,31.0,3000000.0,490000.0,10.0,4.0,565.0,41.0,945.0,300.0
3028,Altona Meadows,1127,610000.0,15.0,760000.0,490000.0,490000.0,530000.0,690000.0,760000.0,645000.0,45.0,850000.0,330000.0,6.0,1.0,385.0,36.0,495.0,320.0
3025,Altona North,1137,735000.0,47.0,1080000.0,557000.0,585000.0,655000.0,800000.0,923000.0,755000.0,116.0,1400000.0,500000.0,28.0,8.0,495.0,103.0,720.0,305.0
3143,Armadale,1587,1765000.0,31.0,7200000.0,412000.0,510000.0,856000.0,3080000.0,5200000.0,2150000.0,44.0,10000000.0,415000.0,14.0,6.0,750.0,29.0,3195.0,230.0
3936,Arthurs Seat,1687,780000.0,41.0,2295000.0,550000.0,580000.0,700000.0,901000.0,1915000.0,790000.0,121.0,3600000.0,230000.0,2.0,1.0,500.0,46.0,1100.0,110.0
3147,Ashburton,1787,1000000.0,15.0,1451000.0,710000.0,710000.0,902000.0,1085000.0,1451000.0,1200000.0,36.0,2300000.0,400000.0,14.0,10.0,605.0,34.0,1300.0,315.0
3147,Ashwood,1807,1000000.0,15.0,1451000.0,710000.0,710000.0,902000.0,1085000.0,1451000.0,1200000.0,36.0,2300000.0,400000.0,14.0,10.0,605.0,34.0,1300.0,315.0
3049,Attwood,1857,591000.0,15.0,700000.0,322000.0,322000.0,483000.0,635000.0,700000.0,583000.0,37.0,2100000.0,440000.0,16.0,8.0,395.0,26.0,600.0,330.0
3034,Avondale Heights,1957,780000.0,27.0,1325000.0,535000.0,635000.0,700000.0,880000.0,1060000.0,810000.0,61.0,1800000.0,399000.0,26.0,12.0,430.0,60.0,670.0,280.0
3183,Balaclava,2197,1071000.0,20.0,3830000.0,520000.0,520000.0,780000.0,1750000.0,2700000.0,1085000.0,31.0,2783000.0,340000.0,21.0,9.0,680.0,46.0,1300.0,350.0
3103,Balwyn,2557,2058000.0,33.0,9480000.0,980000.0,1060000.0,1450000.0,3130000.0,4450000.0,2348000.0,81.0,9100000.0,525000.0,22.0,11.0,750.0,51.0,2000.0,360.0
